Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE

United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2016,1,2016-01-04,2016-01-10,,1746,0,225,5,,165,395,1,1,25,27,422,,No Report

United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2016,2,2016-01-11,2016-01-17,,1562,0,210,3,,161,374,0,0,32,32,406,,No Report

United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2016,3,2016-01-18,2016-01-24,,1793,0,305,5,,218,528,0,1,27,28,556,,No Report

United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2016,4,2016-01-25,2016-01-31,,1958,0,387,3,,391,781,0,0,49,49,830,,No Report

United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2016,5,2016-02-01,2016-02-07,,2158,0,390,43,,427,860,0,2,57,59,919,,No Report

United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2016,6,2016-02-08,2016-02-14,,2150,0,391,3,,434,828,1,6,83,90,918,,No Report

United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2016,7,2016-02-15,2016-02-21,,2103,0,402,1,,533,936,1,18,103,122,1058,,No Report

United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2016,8,2016-02-22,2016-02-28,,2121,0,381,4,,536,921,4,12,150,166,1087,,No Report

United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2016,9,2016-02-29,2016-03-06,,2284,0,343,6,,580,929,4,48,260,312,1241,,No Report

United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2016,10,2016-03-07,2016-03-13,,2273,0,344,9,,562,915,1,37,339,377,1292,,No Report

United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2016,11,2016-03-14,2016-03-20,,2185,0,305,9,,675,989,3,76,512,591,1580,,No Report

United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2016,12,2016-03-21,2016-03-27,,2035,0,204,8,,481,693,2,30,544,576,1269,,No Report

United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2016,13,2016-03-28,2016-04-03,,1945,0,148,6,,380,534,2,65,566,633,1167,,No Report

United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2016,14,2016-04-04,2016-04-10,,1571,0,70,2,,212,284,5,59,470,534,818,,No Report

United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2016,15,2016-04-11,2016-04-17,,1453,0,32,3,,173,208,1,22,378,401,609,,No Report

United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2016,16,2016-04-18,2016-04-24,,1387,0,23,6,,58,87,0,0,289,289,376,,No Report

United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2016,17,2016-04-25,2016-05-01,,1280,0,14,6,,69,89,0,0,206,206,295,,No Report

United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2016,18,2016-05-02,2016-05-08,,1293,0,16,1,,59,76,0,0,204,204,280,,No Report

United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2016,19,2016-05-09,2016-05-15,,1253,0,2,4,,43,49,0,0,150,150,199,,No Report

United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2016,20,2016-05-16,2016-05-22,,1230,0,3,6,,25,34,0,0,86,86,120,,No Report

United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2016,21,2016-05-23,2016-05-29,,1028,0,5,2,,6,13,0,0,51,51,64,,No Report

United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2016,22,2016-05-30,2016-06-05,,1087,0,0,1,,14,15,0,0,27,27,42,,No Report

United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2016,23,2016-06-06,2016-06-12,,1098,0,1,4,,1,6,0,0,5,5,11,,No Report

United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2016,24,2016-06-13,2016-06-19,,906,0,0,1,,0,1,0,0,4,4,5,,No Report

United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2016,25,2016-06-20,2016-06-26,,991,0,0,1,,0,1,0,0,3,3,4,,No Report

United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2016,26,2016-06-27,2016-07-03,,1006,0,3,1,,1,5,0,0,2,2,7,,No Report

United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2016,27,2016-07-04,2016-07-10,,1020,0,1,4,,0,5,0,0,3,3,8,,No Report

United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2016,28,2016-07-11,2016-07-17,,1048,0,2,1,,0,3,0,0,1,1,4,,No Report

United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2016,29,2016-07-18,2016-07-24,,956,0,0,2,,2,4,0,0,3,3,7,,No Report

United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2016,30,2016-07-25,2016-07-31,,893,0,1,7,,1,9,0,0,2,2,11,,No Report

United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2016,31,2016-08-01,2016-08-07,,821,0,2,6,,2,10,0,0,0,0,10,,No Report

United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2016,32,2016-08-08,2016-08-14,,868,0,0,4,,7,11,0,0,0,0,11,,No Report

United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2016,33,2016-08-15,2016-08-21,,804,0,1,3,,8,12,0,0,1,1,13,,No Report

United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2016,34,2016-08-22,2016-08-28,,876,0,0,2,,2,4,0,0,0,0,4,,No Report

United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2016,35,2016-08-29,2016-09-04,,843,0,1,2,,1,4,0,0,1,1,5,,No Report

United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2016,36,2016-09-05,2016-09-11,,880,0,0,3,,2,5,0,0,0,0,5,,No Report

United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2016,37,2016-09-12,2016-09-18,,946,0,1,4,,1,6,0,0,2,2,8,,No Report

United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2016,38,2016-09-19,2016-09-25,,994,0,0,3,,0,3,0,0,0,0,3,,No Report

United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2016,39,2016-09-26,2016-10-02,,959,0,0,2,,5,7,0,0,2,2,9,,No Report

United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2016,40,2016-10-03,2016-10-09,,1252,0,4,6,,8,18,1,0,8,9,27,,No Report

United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2016,41,2016-10-10,2016-10-16,,1353,0,1,4,,8,13,0,0,2,2,15,,No Report

United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2016,42,2016-10-17,2016-10-23,,1376,0,0,7,,13,20,0,0,5,5,25,,No Report

United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2016,43,2016-10-24,2016-10-30,,1316,0,0,7,,8,15,0,0,2,2,17,,No Report

United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2016,44,2016-10-31,2016-11-06,,1473,0,0,13,,16,29,1,1,8,10,39,,No Report

United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2016,45,2016-11-07,2016-11-13,,1644,0,0,14,,20,34,0,0,5,5,39,,No Report

United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2016,46,2016-11-14,2016-11-20,,1690,0,2,28,,43,73,0,0,6,6,79,,No Report

United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2016,47,2016-11-21,2016-11-27,,1679,0,2,28,,33,63,2,0,7,9,72,,No Report

United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2016,48,2016-11-28,2016-12-04,,1708,0,0,58,,72,130,2,0,6,8,138,,No Report

United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2016,49,2016-12-05,2016-12-11,,1873,0,0,130,,141,271,2,0,11,13,284,,No Report

United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2016,50,2016-12-12,2016-12-18,,1874,0,3,175,,251,429,3,0,15,18,447,,No Report

United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2016,51,2016-12-19,2016-12-25,,2112,0,4,279,,428,711,2,0,22,24,735,,No Report

United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2016,52,2016-12-26,2017-01-01,,2211,0,0,381,,494,875,7,0,39,46,921,,No Report


